category,term,number_of_genes,number_of_genes_in_background,ncbiTaxonId,inputGenes,preferredNames,p_value,fdr,description
KEGG,map03013,32,90,318829,"318829.MGG_00341T0,318829.MGG_00789T0,318829.MGG_00946T0,318829.MGG_01248T0,318829.MGG_01592T0,318829.MGG_02390T0,318829.MGG_02526T0,318829.MGG_02806T0,318829.MGG_03517T0,318829.MGG_03641T0,318829.MGG_03668T0,318829.MGG_04430T0,318829.MGG_04617T0,318829.MGG_04647T0,318829.MGG_04885T0,318829.MGG_04941T0,318829.MGG_05095T0,318829.MGG_05264T0,318829.MGG_05737T0,318829.MGG_06066T0,318829.MGG_06077T0,318829.MGG_06396T0,318829.MGG_06668T0,318829.MGG_08866T0,318829.MGG_09952T0,318829.MGG_10588T0,318829.MGG_13200T0,318829.MGG_13245T0,318829.MGG_13474T0,318829.MGG_14666T0,318829.MGG_17708T0,318829.MGG_17732T0","MGG_00341,MGG_00789,MGG_00946,MGG_01248,MGG_01592,MGG_02390,MGG_02526,MGG_02806,MGG_03517,MGG_03641,MGG_03668,MGG_04430,MGG_04617,MGG_04647,MGG_04885,MGG_04941,MGG_05095,MGG_05264,MGG_05737,MGG_06066,MGG_06077,MGG_06396,MGG_06668,MGG_08866,MGG_09952,MGG_10588,MGG_13200,MGG_13245,MGG_13474,MGG_11532,MGG_04027,MGG_03886",2.55e-05,9e-05,RNA transport
KEGG,map03015,17,48,318829,"318829.MGG_00449T0,318829.MGG_01676T0,318829.MGG_02504T0,318829.MGG_02806T0,318829.MGG_03265T0,318829.MGG_04430T0,318829.MGG_04885T0,318829.MGG_05637T0,318829.MGG_05671T0,318829.MGG_06099T0,318829.MGG_06266T0,318829.MGG_06668T0,318829.MGG_07252T0,318829.MGG_09885T0,318829.MGG_10195T0,318829.MGG_12130T0,318829.MGG_14349T0","MGG_00449,MGG_01676,MGG_02504,MGG_02806,MGG_03265,MGG_04430,MGG_04885,MGG_05637,MGG_05671,MGG_06099,MGG_06266,MGG_06668,MGG_07252,MGG_09885,MGG_10195,MGG_12130,MGG_14349",0.002,0.0044,mRNA surveillance pathway
KEGG,map03018,16,50,318829,"318829.MGG_02653T0,318829.MGG_02938T0,318829.MGG_03165T0,318829.MGG_03195T0,318829.MGG_03388T0,318829.MGG_04191T0,318829.MGG_06728T0,318829.MGG_08101T0,318829.MGG_08628T0,318829.MGG_08693T0,318829.MGG_09520T0,318829.MGG_10607T0,318829.MGG_12164T0,318829.MGG_12403T0,318829.MGG_15042T0,318829.MGG_15696T0","MGG_02653,MGG_02938,MGG_03165,MGG_03195,MGG_03388,MGG_04191,MGG_06728,MGG_08101,MGG_08628,MGG_08693,MGG_09520,MGG_10607,MGG_12164,MGG_12403,MGG_12704,MGG_01422",0.006,0.0119,RNA degradation
KEGG,map03020,10,26,318829,"318829.MGG_01158T0,318829.MGG_01572T0,318829.MGG_04477T0,318829.MGG_04652T0,318829.MGG_04714T0,318829.MGG_06381T0,318829.MGG_07391T0,318829.MGG_07394T0,318829.MGG_09284T0,318829.MGG_10697T0","MGG_01158,MGG_01572,MGG_04477,MGG_04652,MGG_04714,MGG_06381,MGG_07391,MGG_07394,MGG_09284,MGG_10697",0.0103,0.0187,RNA polymerase
KEGG,map03040,21,87,318829,"318829.MGG_00348T0,318829.MGG_01259T0,318829.MGG_01450T0,318829.MGG_02467T0,318829.MGG_02806T0,318829.MGG_02938T0,318829.MGG_02946T0,318829.MGG_03116T0,318829.MGG_04083T0,318829.MGG_04602T0,318829.MGG_04741T0,318829.MGG_04885T0,318829.MGG_06395T0,318829.MGG_06668T0,318829.MGG_06958T0,318829.MGG_07087T0,318829.MGG_07472T0,318829.MGG_11513T0,318829.MGG_13500T0,318829.MGG_16901T0,318829.MGG_16920T0","MGG_00348,MGG_01259,MGG_01450,MGG_02467,MGG_02806,MGG_02938,MGG_02946,MGG_03116,MGG_04083,MGG_04602,MGG_04741,MGG_04885,MGG_06395,MGG_06668,MGG_06958,MGG_07087,MGG_07472,MGG_11513,MGG_13500,MGG_12894,MGG_07754",0.0241,0.0385,Spliceosome
KEGG,map03050,31,35,318829,"318829.MGG_00170T0,318829.MGG_00330T0,318829.MGG_00331T0,318829.MGG_00884T0,318829.MGG_00908T0,318829.MGG_01059T0,318829.MGG_01153T0,318829.MGG_01380T0,318829.MGG_01581T0,318829.MGG_02086T0,318829.MGG_02608T0,318829.MGG_03211T0,318829.MGG_03512T0,318829.MGG_03524T0,318829.MGG_04053T0,318829.MGG_04506T0,318829.MGG_04529T0,318829.MGG_04551T0,318829.MGG_04622T0,318829.MGG_05477T0,318829.MGG_05991T0,318829.MGG_06472T0,318829.MGG_07031T0,318829.MGG_07120T0,318829.MGG_07130T0,318829.MGG_07165T0,318829.MGG_07727T0,318829.MGG_08343T0,318829.MGG_12925T0,318829.MGG_15540T0,318829.MGG_16706T0","MGG_00170,MGG_00330,MGG_00331,MGG_00884,MGG_00908,MGG_01059,MGG_01153,MGG_01380,MGG_01581,MGG_02086,MGG_02608,MGG_03211,MGG_03512,MGG_03524,MGG_04053,MGG_04506,MGG_04529,MGG_04551,MGG_04622,MGG_05477,MGG_05991,MGG_06472,MGG_07031,MGG_07120,MGG_07130,MGG_07165,MGG_07727,MGG_08343,MGG_12925,MGG_11391,MGG_16706",5.28e-12,5.91e-11,Proteasome
KEGG,map03060,13,18,318829,"318829.MGG_02503T0,318829.MGG_02663T0,318829.MGG_02742T0,318829.MGG_03572T0,318829.MGG_03644T0,318829.MGG_03961T0,318829.MGG_04190T0,318829.MGG_04856T0,318829.MGG_05320T0,318829.MGG_05977T0,318829.MGG_06172T0,318829.MGG_06904T0,318829.MGG_17533T0","MGG_02503,MGG_02663,MGG_02742,MGG_03572,MGG_03644,MGG_03961,MGG_04190,MGG_04856,MGG_05320,MGG_05977,MGG_06172,MGG_06904,MGG_00113",3.81e-05,0.00013,Protein export
KEGG,map04011,16,58,318829,"318829.MGG_00466T0,318829.MGG_00800T0,318829.MGG_01362T0,318829.MGG_01588T0,318829.MGG_01702T0,318829.MGG_04943T0,318829.MGG_05201T0,318829.MGG_05207T0,318829.MGG_07176T0,318829.MGG_07255T0,318829.MGG_08689T0,318829.MGG_08829T0,318829.MGG_09565T0,318829.MGG_09697T0,318829.MGG_10193T0,318829.MGG_13806T0","MGG_00466,MGG_00800,MGG_01362,MGG_01588,MGG_01702,MGG_04943,MGG_05201,MGG_05207,MGG_07176,MGG_07255,MGG_08689,MGG_08829,MGG_09565,MGG_09697,MGG_10193,MGG_13806",0.0181,0.0304,MAPK signaling pathway - yeast
KEGG,map04138,21,65,318829,"318829.MGG_00478T0,318829.MGG_00803T0,318829.MGG_00864T0,318829.MGG_00922T0,318829.MGG_01062T0,318829.MGG_01121T0,318829.MGG_02418T0,318829.MGG_03670T0,318829.MGG_03879T0,318829.MGG_04943T0,318829.MGG_06099T0,318829.MGG_06125T0,318829.MGG_06154T0,318829.MGG_07297T0,318829.MGG_08144T0,318829.MGG_09499T0,318829.MGG_13200T0,318829.MGG_14773T0,318829.MGG_15156T0,318829.MGG_16734T0,318829.MGG_17001T0","MGG_00478,MGG_00803,MGG_00864,MGG_00922,MGG_01062,MGG_01121,MGG_02418,MGG_03670,MGG_03879,MGG_04943,MGG_06099,MGG_06125,MGG_06154,MGG_07297,MGG_08144,MGG_09499,MGG_13200,MGG_01251,MGG_13131,ATG2,MGG_10690",0.0016,0.0037,Autophagy - yeast
KEGG,map04139,12,32,318829,"318829.MGG_00446T0,318829.MGG_01062T0,318829.MGG_03684T0,318829.MGG_03696T0,318829.MGG_04083T0,318829.MGG_04943T0,318829.MGG_05996T0,318829.MGG_06075T0,318829.MGG_06361T0,318829.MGG_08689T0,318829.MGG_09517T0,318829.MGG_15156T0","MGG_00446,MGG_01062,MGG_03684,MGG_03696,MGG_04083,MGG_04943,MGG_05996,MGG_06075,MGG_06361,MGG_08689,MGG_09517,MGG_13131",0.0061,0.012,Mitophagy - yeast
KEGG,map04141,46,79,318829,"318829.MGG_01108T0,318829.MGG_01318T0,318829.MGG_01607T0,318829.MGG_01656T0,318829.MGG_02503T0,318829.MGG_02742T0,318829.MGG_02821T0,318829.MGG_03175T0,318829.MGG_03255T0,318829.MGG_03565T0,318829.MGG_03644T0,318829.MGG_04045T0,318829.MGG_04358T0,318829.MGG_04462T0,318829.MGG_04500T0,318829.MGG_04773T0,318829.MGG_04856T0,318829.MGG_04882T0,318829.MGG_04978T0,318829.MGG_05193T0,318829.MGG_05249T0,318829.MGG_05320T0,318829.MGG_05753T0,318829.MGG_06172T0,318829.MGG_06175T0,318829.MGG_06362T0,318829.MGG_06367T0,318829.MGG_06562T0,318829.MGG_06569T0,318829.MGG_06648T0,318829.MGG_06759T0,318829.MGG_06786T0,318829.MGG_06910T0,318829.MGG_06958T0,318829.MGG_07666T0,318829.MGG_08164T0,318829.MGG_08623T0,318829.MGG_09287T0,318829.MGG_09564T0,318829.MGG_10843T0,318829.MGG_11513T0,318829.MGG_12174T0,318829.MGG_13200T0,318829.MGG_14014T0,318829.MGG_14666T0,318829.MGG_16417T0","MGG_01108,MGG_01318,MGG_01607,MGG_01656,MGG_02503,MGG_02742,MGG_02821,MGG_03175,MGG_03255,MGG_03565,MGG_03644,MGG_04045,MGG_04358,MGG_04462,MGG_04500,MGG_04773,MGG_04856,MGG_04882,MGG_04978,MGG_05193,MGG_05249,MGG_05320,MGG_05753,MGG_06172,MGG_06175,MGG_06362,MGG_06367,MGG_06562,MGG_06569,MGG_06648,MGG_06759,MGG_06786,MGG_06910,MGG_06958,MGG_07666,MGG_08164,MGG_08623,MGG_09287,MGG_09564,MGG_10843,MGG_11513,MGG_12174,MGG_13200,MGG_14014,MGG_11532,MGG_05602",2.33e-12,3.15e-11,Protein processing in endoplasmic reticulum
KEGG,map04144,30,67,318829,"318829.MGG_00307T0,318829.MGG_00466T0,318829.MGG_01079T0,318829.MGG_01185T0,318829.MGG_01456T0,318829.MGG_01472T0,318829.MGG_01745T0,318829.MGG_01757T0,318829.MGG_02971T0,318829.MGG_04095T0,318829.MGG_04352T0,318829.MGG_04438T0,318829.MGG_04745T0,318829.MGG_05208T0,318829.MGG_06135T0,318829.MGG_06174T0,318829.MGG_06241T0,318829.MGG_06649T0,318829.MGG_06958T0,318829.MGG_07176T0,318829.MGG_07255T0,318829.MGG_07768T0,318829.MGG_07916T0,318829.MGG_08144T0,318829.MGG_09495T0,318829.MGG_09695T0,318829.MGG_10448T0,318829.MGG_11497T0,318829.MGG_11513T0,318829.MGG_12336T0","MGG_00307,MGG_00466,MGG_01079,MGG_01185,MGG_01456,MGG_01472,MGG_01745,MGG_01757,MGG_02971,MGG_04095,MGG_04352,MGG_04438,MGG_04745,MGG_05208,MGG_06135,MGG_06174,MGG_06241,MGG_06649,MGG_06958,MGG_07176,MGG_07255,MGG_07768,MGG_07916,MGG_08144,MGG_09495,MGG_09695,MGG_10448,MGG_11497,MGG_11513,MGG_12336",1.21e-06,5.88e-06,Endocytosis
KEGG,map04145,22,36,318829,"318829.MGG_00604T0,318829.MGG_01185T0,318829.MGG_01607T0,318829.MGG_02731T0,318829.MGG_02742T0,318829.MGG_02770T0,318829.MGG_03244T0,318829.MGG_03644T0,318829.MGG_03947T0,318829.MGG_03982T0,318829.MGG_04716T0,318829.MGG_04827T0,318829.MGG_04856T0,318829.MGG_06241T0,318829.MGG_06349T0,318829.MGG_06650T0,318829.MGG_07007T0,318829.MGG_07086T0,318829.MGG_08087T0,318829.MGG_08144T0,318829.MGG_11205T0,318829.MGG_11412T0","MGG_00604,MGG_01185,MGG_01607,MGG_02731,MGG_02742,MGG_02770,MGG_03244,MGG_03644,MGG_03947,MGG_03982,MGG_04716,MGG_04827,MGG_04856,MGG_06241,MGG_06349,MGG_06650,MGG_07007,MGG_07086,MGG_08087,MGG_08144,MGG_11205,MGG_11412",6.8e-07,3.46e-06,Phagosome
KEGG,map04146,16,47,318829,"318829.MGG_00212T0,318829.MGG_00860T0,318829.MGG_01551T0,318829.MGG_01721T0,318829.MGG_02525T0,318829.MGG_02625T0,318829.MGG_05138T0,318829.MGG_05826T0,318829.MGG_07197T0,318829.MGG_07268T0,318829.MGG_07309T0,318829.MGG_08011T0,318829.MGG_09011T0,318829.MGG_09181T0,318829.MGG_09512T0,318829.MGG_10700T0","MGG_00212,MGG_00860,MGG_01551,MGG_01721,MGG_02525,MGG_02625,MGG_05138,MGG_05826,MGG_07197,MGG_07268,MGG_07309,MGG_08011,MGG_09011,MGG_09181,MGG_09512,MGG_10700",0.0037,0.0079,Peroxisome
KEGG,map04933,6,10,318829,"318829.MGG_00466T0,318829.MGG_02731T0,318829.MGG_06154T0,318829.MGG_08689T0,318829.MGG_09499T0,318829.MGG_09565T0","MGG_00466,MGG_02731,MGG_06154,MGG_08689,MGG_09499,MGG_09565",0.0097,0.0178,AGE-RAGE signaling pathway in diabetic complications
Keyword,KW-0009,12,17,318829,"318829.MGG_00307T0,318829.MGG_00748T0,318829.MGG_02971T0,318829.MGG_03164T0,318829.MGG_04352T0,318829.MGG_04478T0,318829.MGG_04745T0,318829.MGG_06127T0,318829.MGG_06180T0,318829.MGG_12839T0,318829.MGG_16213T0,318829.MGG_17001T0","MGG_00307,MGG_00748,MGG_02971,MGG_03164,MGG_04352,MGG_04478,MGG_04745,MGG_06127,MGG_06180,PAN1,MGG_06923,MGG_10690",8.86e-05,0.00067,Actin-binding
Keyword,KW-0028,24,35,318829,"318829.MGG_00253T0,318829.MGG_00942T0,318829.MGG_00969T0,318829.MGG_01309T0,318829.MGG_01359T0,318829.MGG_01553T0,318829.MGG_02489T0,318829.MGG_02690T0,318829.MGG_03281T0,318829.MGG_04210T0,318829.MGG_04842T0,318829.MGG_05223T0,318829.MGG_05734T0,318829.MGG_06376T0,318829.MGG_06425T0,318829.MGG_06868T0,318829.MGG_07224T0,318829.MGG_07384T0,318829.MGG_09766T0,318829.MGG_11450T0,318829.MGG_12805T0,318829.MGG_14472T0,318829.MGG_15027T0,318829.MGG_15774T0","MGG_00253,MGG_00942,MGG_00969,MGG_01309,MGG_01359,MGG_01553,MGG_02489,MGG_02690,MGG_03281,MGG_04210,MGG_04842,MGG_05223,MGG_05734,MGG_06376,MGG_06425,MGG_06868,MGG_07224,MGG_07384,MGG_09766,MGG_11450,MGG_12805,MRI1,MGG_12639,MGG_01808",4.41e-08,7.18e-07,Amino-acid biosynthesis
Keyword,KW-0030,23,38,318829,"318829.MGG_00876T0,318829.MGG_01046T0,318829.MGG_01165T0,318829.MGG_02432T0,318829.MGG_02449T0,318829.MGG_03220T0,318829.MGG_03230T0,318829.MGG_03551T0,318829.MGG_03607T0,318829.MGG_04396T0,318829.MGG_04425T0,318829.MGG_04872T0,318829.MGG_04966T0,318829.MGG_05956T0,318829.MGG_06321T0,318829.MGG_06913T0,318829.MGG_08897T0,318829.MGG_09080T0,318829.MGG_09393T0,318829.MGG_09540T0,318829.MGG_10357T0,318829.MGG_12574T0,318829.MGG_15290T0","MGG_00876,MGG_01046,MGG_01165,MGG_02432,MGG_02449,MGG_03220,MGG_03230,MGG_03551,MGG_03607,MGG_04396,MGG_04425,MGG_04872,MGG_04966,MGG_05956,MGG_06321,MGG_06913,MGG_08897,MGG_09080,MGG_09393,MGG_09540,MGG_10357,MGG_12574,MGG_03730",4.32e-07,5.54e-06,Aminoacyl-tRNA synthetase
Keyword,KW-0031,9,21,318829,"318829.MGG_06587T0,318829.MGG_07536T0,318829.MGG_07981T0,318829.MGG_08758T0,318829.MGG_09190T0,318829.MGG_10126T0,318829.MGG_10171T0,318829.MGG_12773T0,318829.MGG_16472T0","MGG_06587,MGG_07536,MGG_07981,MGG_08758,MGG_09190,MGG_10126,MGG_10171,MGG_12773,MGG_10606",0.0087,0.029,Aminopeptidase
Keyword,KW-0032,16,19,318829,"318829.MGG_00942T0,318829.MGG_01662T0,318829.MGG_02125T0,318829.MGG_02489T0,318829.MGG_02525T0,318829.MGG_03494T0,318829.MGG_04059T0,318829.MGG_04134T0,318829.MGG_04156T0,318829.MGG_04826T0,318829.MGG_05067T0,318829.MGG_06392T0,318829.MGG_06530T0,318829.MGG_08189T0,318829.MGG_11597T0,318829.MGG_11934T0","MGG_00942,MGG_01662,MGG_02125,MGG_02489,MGG_02525,MGG_03494,MGG_04059,MGG_04134,MGG_04156,MGG_04826,MGG_05067,MGG_06392,MGG_06530,MGG_08189,MGG_11597,MGG_11934",1.21e-06,1.46e-05,Aminotransferase
Keyword,KW-0057,5,8,318829,"318829.MGG_03281T0,318829.MGG_05734T0,318829.MGG_06425T0,318829.MGG_09766T0,318829.MGG_12805T0","MGG_03281,MGG_05734,MGG_06425,MGG_09766,MGG_12805",0.0161,0.0493,Aromatic amino acid biosynthesis
Keyword,KW-0067,131,348,318829,"318829.MGG_00135T0,318829.MGG_00330T0,318829.MGG_00383T0,318829.MGG_00748T0,318829.MGG_00800T0,318829.MGG_00803T0,318829.MGG_00908T0,318829.MGG_00919T0,318829.MGG_00969T0,318829.MGG_01046T0,318829.MGG_01165T0,318829.MGG_01256T0,318829.MGG_01279T0,318829.MGG_01309T0,318829.MGG_01362T0,318829.MGG_01380T0,318829.MGG_01409T0,318829.MGG_01537T0,318829.MGG_01581T0,318829.MGG_01582T0,318829.MGG_01594T0,318829.MGG_01757T0,318829.MGG_01979T0,318829.MGG_02074T0,318829.MGG_02449T0,318829.MGG_02503T0,318829.MGG_02568T0,318829.MGG_02572T0,318829.MGG_02653T0,318829.MGG_02690T0,318829.MGG_02806T0,318829.MGG_02829T0,318829.MGG_02842T0,318829.MGG_03039T0,318829.MGG_03041T0,318829.MGG_03173T0,318829.MGG_03185T0,318829.MGG_03220T0,318829.MGG_03310T0,318829.MGG_03388T0,318829.MGG_03607T0,318829.MGG_03696T0,318829.MGG_03736T0,318829.MGG_03857T0,318829.MGG_03958T0,318829.MGG_03982T0,318829.MGG_04179T0,318829.MGG_04191T0,318829.MGG_04396T0,318829.MGG_04437T0,318829.MGG_04463T0,318829.MGG_04503T0,318829.MGG_04550T0,318829.MGG_04660T0,318829.MGG_04885T0,318829.MGG_04943T0,318829.MGG_04993T0,318829.MGG_04994T0,318829.MGG_05063T0,318829.MGG_05078T0,318829.MGG_05112T0,318829.MGG_05193T0,318829.MGG_05376T0,318829.MGG_05477T0,318829.MGG_05810T0,318829.MGG_05956T0,318829.MGG_06065T0,318829.MGG_06089T0,318829.MGG_06348T0,318829.MGG_06454T0,318829.MGG_06459T0,318829.MGG_06522T0,318829.MGG_06562T0,318829.MGG_06599T0,318829.MGG_06639T0,318829.MGG_06648T0,318829.MGG_06888T0,318829.MGG_06958T0,318829.MGG_07000T0,318829.MGG_07033T0,318829.MGG_07099T0,318829.MGG_07200T0,318829.MGG_07333T0,318829.MGG_07545T0,318829.MGG_07613T0,318829.MGG_07718T0,318829.MGG_07752T0,318829.MGG_07756T0,318829.MGG_07916T0,318829.MGG_08622T0,318829.MGG_08689T0,318829.MGG_09080T0,318829.MGG_09289T0,318829.MGG_09393T0,318829.MGG_09520T0,318829.MGG_09535T0,318829.MGG_09540T0,318829.MGG_09565T0,318829.MGG_09750T0,318829.MGG_09912T0,318829.MGG_09941T0,318829.MGG_10312T0,318829.MGG_10320T0,318829.MGG_10358T0,318829.MGG_10957T0,318829.MGG_11141T0,318829.MGG_11343T0,318829.MGG_11382T0,318829.MGG_11513T0,318829.MGG_11547T0,318829.MGG_11754T0,318829.MGG_11862T0,318829.MGG_11889T0,318829.MGG_12922T0,318829.MGG_12925T0,318829.MGG_13447T0,318829.MGG_13834T0,318829.MGG_14279T0,318829.MGG_14588T0,318829.MGG_14773T0,318829.MGG_14907T0,318829.MGG_14971T0,318829.MGG_15027T0,318829.MGG_15042T0,318829.MGG_15156T0,318829.MGG_15496T0,318829.MGG_16213T0,318829.MGG_16230T0,318829.MGG_16901T0,318829.MGG_17001T0,318829.MGG_17793T0","MGG_00135,MGG_00330,MGG_00383,MGG_00748,MGG_00800,MGG_00803,MGG_00908,MGG_00919,MGG_00969,MGG_01046,MGG_01165,MGG_01256,MGG_01279,MGG_01309,MGG_01362,MGG_01380,MGG_01409,MGG_01537,MGG_01581,MGG_01582,MGG_01594,MGG_01757,MGG_01979,MGG_02074,MGG_02449,MGG_02503,MGG_02568,MGG_02572,MGG_02653,MGG_02690,MGG_02806,MGG_02829,MGG_02842,MGG_03039,MGG_03041,MGG_03173,MGG_03185,MGG_03220,MGG_03310,MGG_03388,MGG_03607,MGG_03696,MGG_03736,MGG_03857,MGG_03958,MGG_03982,MGG_04179,MGG_04191,MGG_04396,MGG_04437,MGG_04463,MGG_04503,MGG_04550,MGG_04660,MGG_04885,MGG_04943,MGG_04993,MGG_04994,MGG_05063,MGG_05078,MGG_05112,MGG_05193,MGG_05376,MGG_05477,MGG_05810,MGG_05956,MGG_06065,MGG_06089,MGG_06348,MGG_06454,MGG_06459,MGG_06522,MGG_06562,MGG_06599,MGG_06639,MGG_06648,MGG_06888,MGG_06958,MGG_07000,DED1,MGG_07099,MGG_07200,MGG_07333,MGG_07545,MGG_07613,MGG_07718,MGG_07752,MGG_07756,MGG_07916,MGG_08622,MGG_08689,MGG_09080,MGG_09289,MGG_09393,MGG_09520,MGG_09535,MGG_09540,MGG_09565,MGG_09750,MGG_09912,MGG_09941,MGG_10312,MGG_10320,MGG_10358,MGG_10957,MGG_11141,MGG_11343,MGG_11382,MGG_11513,MGG_11547,MGG_11754,MGG_11862,MGG_11889,MGG_12922,MGG_12925,MGG_13447,MGG_13834,MGG_14279,MGG_14588,MGG_01251,MGG_04178,MGG_12035,MGG_12639,MGG_12704,MGG_13131,MGG_10738,MGG_06923,MGG_06977,MGG_12894,MGG_10690,MGG_09375",2.81e-19,1.53e-17,ATP-binding
Keyword,KW-0100,8,8,318829,"318829.MGG_00942T0,318829.MGG_01553T0,318829.MGG_02489T0,318829.MGG_05223T0,318829.MGG_06868T0,318829.MGG_07224T0,318829.MGG_11450T0,318829.MGG_15774T0","MGG_00942,MGG_01553,MGG_02489,MGG_05223,MGG_06868,MGG_07224,MGG_11450,MGG_01808",0.00029,0.0018,Branched-chain amino acid biosynthesis
Keyword,KW-0132,8,16,318829,"318829.MGG_00466T0,318829.MGG_00682T0,318829.MGG_01521T0,318829.MGG_03087T0,318829.MGG_03487T0,318829.MGG_05193T0,318829.MGG_07466T0,318829.MGG_12405T0","MGG_00466,MGG_00682,MGG_01521,MGG_03087,MGG_03487,MGG_05193,MGG_07466,MGG_12405",0.0066,0.0239,Cell division
Keyword,KW-0143,16,26,318829,"318829.MGG_00135T0,318829.MGG_01312T0,318829.MGG_01582T0,318829.MGG_01607T0,318829.MGG_01979T0,318829.MGG_03214T0,318829.MGG_03310T0,318829.MGG_03857T0,318829.MGG_04437T0,318829.MGG_06366T0,318829.MGG_06459T0,318829.MGG_06639T0,318829.MGG_09890T0,318829.MGG_10358T0,318829.MGG_11889T0,318829.MGG_13221T0","MGG_00135,MGG_01312,MGG_01582,MGG_01607,MGG_01979,MGG_03214,MGG_03310,MGG_03857,MGG_04437,MGG_06366,MGG_06459,MGG_06639,MGG_09890,MGG_10358,MGG_11889,MGG_13221",2.11e-05,0.00018,Chaperone
